"","x"
"109","db=184ti=305363cl=1"
"110","db=184ti=36164cl=3"
"111","db=184ti=31244cl=25"
"112","db=184ti=13054cl=3"
"113","db=184ti=751762cl=1"
"114","db=184ti=274705cl=18"
"115","db=184ti=4005cl=3"
"116","db=184ti=211524cl=11"
"117","db=184ti=219384cl=27"
"118","db=184ti=30483cl=0"
"119","db=184ti=354340cl=0"
"120","db=184ti=40304cl=5"
"121","morf_450885_11codonalign.trim_interval.ctx"
"122","db=184ti=41071cl=239"
"123","db=184ti=911341cl=313"
"124","db=184ti=30645cl=0"
"125","db=184ti=3853cl=1"
"126","db=184ti=94682cl=8"
"127","db=184ti=8910cl=29"
"128","refGene.NM_001077427.1"
"129","db=184ti=73401cl=5"
"130","db=184ti=104423cl=4"
"131","morf_451573_11codonalign.trim_interval.ctx"
"132","db=184ti=8087cl=17"
"133","db=184ti=58445cl=1"
"134","db=184ti=25443cl=7"
"135","db=184ti=55367cl=3"
"136","morf_449825_11codonalign.trim_interval.ctx"
"137","ensGene.ENST00000414996.1"
"138","db=184ti=2874cl=18"
"139","db=184ti=24945cl=4"
"140","db=184ti=60704cl=2"
"141","db=184ti=3290cl=25"
"142","db=184ti=34643cl=5"
"143","db=184ti=6514cl=1"
"144","db=184ti=137437cl=3"
"145","morf_452413_11codonalign.trim_interval.ctx"
"146","db=184ti=4776cl=150"
"147","knownGene.uc004dan.2.1.inc"
"148","db=184ti=12989cl=0"
"149","db=184ti=6964cl=10"
"150","morf_451977_11codonalign.trim_interval.ctx"
"151","db=184ti=284551cl=10"
"152","db=184ti=6324cl=0"
"153","db=184ti=71241cl=33"
"154","db=184ti=8556cl=3"
"155","db=184ti=9224cl=22"
"156","db=184ti=10045cl=26"
"157","db=184ti=30559cl=8"
"158","db=184ti=21621cl=2"
"159","db=184ti=135865cl=0"
"160","db=184ti=270383cl=15"
"161","db=184ti=104425cl=2"
"162","morf_453405_11codonalign.trim_interval.ctx"
"163","db=184ti=8246cl=603"
"164","db=184ti=70910cl=99"
"165","db=184ti=5263cl=1"
"166","db=184ti=142796cl=85"
"167","db=184ti=7381cl=29"
"168","db=184ti=71541cl=5"
"169","db=184ti=7991cl=1"
"170","db=184ti=3328cl=14"
"171","morf_453186_11codonalign.trim_interval.ctx"
"172","vegaGene.OTTHUMT00000369998.1.inc"
"173","chrz_1072"
"174","db=184ti=533331cl=19"
"175","db=184ti=102818cl=51"
"176","db=184ti=164882cl=4"
"177","db=184ti=8690cl=3"
"178","db=184ti=792580cl=0"
"179","db=184ti=30761cl=17"
"180","db=184ti=685134cl=3"
"181","db=184ti=127218cl=53"
"182","db=184ti=3372cl=195"
"183","db=184ti=118040cl=19"
"184","db=184ti=359160cl=1316"
"185","db=184ti=8380cl=16"
"186","db=184ti=219103cl=50"
"187","10142"
"188","Spargania"
"189","db=184ti=33349cl=284"
"190","12671"
"191","knownGene.uc002iyc.2.1"
"192","db=184ti=184430cl=3"
"193","db=184ti=5506cl=167"
"194","db=184ti=484198cl=1"
"195","db=184ti=146291cl=2"
"196","db=184ti=3934cl=11"
"197","db=184ti=283716cl=3"
"198","db=184ti=55887cl=2"
"199","db=184ti=8091cl=35"
"200","knownGene.uc011aaa.1.1.inc"
"201","chr12_5878"
"202","Memphis"
"203","db=184ti=3297cl=16"
"204","refGene.NM_205768.1.inc"
"205","db=184ti=977780cl=16"
"206","db=184ti=54032cl=1"
"207","12075"
"208","ensGene.ENST00000489119.1.inc"
"209","db=184ti=3296cl=18"
"210","db=184ti=314293cl=85"
"211","db=184ti=66236cl=32"
"212","Arachnothera"
"213","knownGene.uc010lkl.2.1"
"214","db=184ti=12929cl=5"
"215","db=184ti=162484cl=4"
"216","12318"
"217","db=184ti=42282cl=16"
"218","db=184ti=43754cl=90"
"219","morf_453158_11codonalign.trim_interval.ctx"
"220","16992"
"221","Trachurus"
"222","db=184ti=41937cl=703"
"223","db=184ti=9721cl=42"
"224","db=184ti=3784cl=8"
"225","db=184ti=379584cl=94"
"226","db=184ti=4637cl=8"
"227","db=184ti=43816cl=40"
"228","6228"
"229","db=184ti=751771cl=6"
"230","db=184ti=7458cl=129"
"231","db=184ti=8892cl=3"
"232","db=184ti=293138cl=2"
"233","db=184ti=41071cl=27"
"234","db=184ti=60901cl=8"
"235","db=184ti=19955cl=5"
"236","db=184ti=3440cl=410"
"237","db=184ti=7540cl=69"
"238","morf_450913_11codonalign.trim_interval.ctx"
"239","db=184ti=167483cl=9"
"240","db=184ti=7540cl=4"
"241","db=184ti=1028423cl=12"
"242","db=184ti=26378cl=2"
"243","db=184ti=216441cl=19"
"244","db=184ti=3700cl=21"
"245","Bactra"
"246","db=184ti=16360cl=52"
"247","db=184ti=218924cl=9"
"248","db=184ti=5658cl=1"
"249","db=184ti=318557cl=7"
"250","db=184ti=69676cl=1"
"251","db=184ti=9895cl=17"
"252","db=184ti=147380cl=31"
"253","db=184ti=150460cl=3"
"254","db=184ti=47521cl=17"
"255","morf_454112_11codonalign.trim_interval.ctx"
"256","db=184ti=8511cl=25"
"257","Hileithia"
"258","db=184ti=130551cl=2"
"259","db=184ti=134903cl=39"
"260","db=184ti=3290cl=6"
"261","db=184ti=33554cl=185"
"262","db=184ti=660274cl=1"
"263","db=184ti=721787cl=7"
"264","db=184ti=8431cl=31"
"265","db=184ti=36064cl=12"
"266","db=184ti=177236cl=3"
"267","db=184ti=43845cl=13"
"268","db=184ti=5878cl=631"
"269","db=184ti=8043cl=10"
"270","morf_451257_11codonalign.trim_interval.ctx"
"271","morf_452845_11codonalign.trim_interval.ctx"
"272","db=184ti=98369cl=1"
"273","Stegastes"
"274","db=184ti=75398cl=10"
"275","knownGene.uc003tic.2.1"
"276","db=184ti=62155cl=4"
"277","db=184ti=222544cl=10"
"278","db=184ti=980086cl=6"
"279","Amelora"
"280","db=184ti=46988cl=2"
"281","db=184ti=451834cl=9"
"282","my_ENSGALG00000004899.macse_DNA_gb"
"283","db=184ti=32341cl=0"
"284","db=184ti=400717cl=4"
"285","db=184ti=85578cl=1"
"286","db=184ti=41102cl=7"
"287","db=184ti=156337cl=1"
"288","db=184ti=379584cl=24"
"289","db=184ti=297738cl=2"
"290","db=184ti=31277cl=4"
"291","Brotia"
"292","db=184ti=35033cl=432"
"293","knownGene.uc011cid.1.1"
"294","db=184ti=9220cl=95"
"295","Acentrella"
"296","Priolepis"
"297","db=184ti=424551cl=13"
"298","knownGene.uc010pmz.1.1.inc"
"299","Prosimulium"
"300","db=184ti=147368cl=152"
"301","db=184ti=105391cl=11"
"302","my_ENSGALG00000003709.macse_DNA_gb"
"303","db=184ti=8826cl=14"
"304","morf_448900_11codonalign.trim_interval.ctx"
"305","Crassostrea"
"306","db=184ti=49647cl=0"
"307","morf_449462_11codonalign.trim_interval.ctx"
"308","morf_450722_11codonalign.trim_interval.ctx"
"309","db=184ti=158350cl=24"
"310","db=184ti=29026cl=7"
"311","4685"
"312","db=184ti=71529cl=233"
"313","db=184ti=75116cl=4"
"314","db=184ti=6218cl=14"
"315","db=184ti=304520cl=3"
"316","db=184ti=424551cl=62"
"317","db=184ti=59059cl=1"
"318","db=184ti=693763cl=0"
"319","refGene.NM_014181.1.inc"
"320","db=184ti=36707cl=0"
"321","12551"
"322","db=184ti=47832cl=1"
"323","db=184ti=7080cl=49"
"324","db=184ti=3745cl=906"
"325","db=184ti=6102cl=352"
"326","Renia"
"327","db=184ti=4199cl=30"
"328","db=184ti=211030cl=0"
"329","db=184ti=3568cl=362"
"330","knownGene.uc010ujk.1.1.inc"
"331","db=184ti=84328cl=0"
"332","morf_448759_11codonalign.trim_interval.ctx"
"333","db=184ti=415309cl=2"
"334","db=184ti=192204cl=14"
"335","db=184ti=42425cl=5"
"336","db=184ti=698016cl=0"
"337","db=184ti=497223cl=46"
"338","db=184ti=82104cl=5"
"339","db=184ti=34399cl=49"
"340","Technomyrmex"
"341","db=184ti=56251cl=3"
"342","db=184ti=7456cl=1"
"343","Sturnus"
"344","17065"
"345","db=184ti=703253cl=8"
"346","morf_453244_11codonalign.trim_interval.ctx"
"347","db=184ti=40096cl=3"
"348","db=184ti=256835cl=1"
"349","db=184ti=45108cl=0"
"350","Actias"
"351","db=184ti=36994cl=1"
"352","db=184ti=31024cl=12"
"353","db=184ti=7042cl=49"
"354","db=184ti=46001cl=12"
"355","db=184ti=3524cl=991"
"356","db=184ti=153011cl=4"
"357","db=184ti=30483cl=40"
"358","knownGene.uc010bgv.2.1.inc"
"359","db=184ti=3569cl=2"
"360","db=184ti=290659cl=3"
"361","db=184ti=715364cl=4"
"362","db=184ti=32436cl=0"
"363","db=184ti=147389cl=46"
"364","db=184ti=58020cl=47"
"365","db=184ti=30615cl=12"
"366","morf_450567_11codonalign.trim_interval.ctx"
"367","db=184ti=7372cl=4"
"368","db=184ti=124130cl=5"
"369","db=184ti=986140cl=180"
"370","chr12_5730"
"371","db=184ti=194287cl=0"
"372","db=184ti=83232cl=3"
"373","db=184ti=171578cl=7"
"374","db=184ti=94020cl=173"
"375","Dirphia"
"376","10364"
"377","ensGene.ENST00000442379.1.inc"
"378","db=184ti=31245cl=14"
"379","db=184ti=71241cl=63"
"380","db=184ti=58022cl=68"
"381","my_ENSGALG00000011917.macse_DNA_gb"
"382","db=184ti=4630cl=3"
"383","db=184ti=46879cl=29"
"384","db=184ti=3195cl=155"
"385","my_ENSGALG00000008758.macse_DNA_gb"
"386","db=184ti=52207cl=3"
"387","chr2_24859"
"388","db=184ti=721786cl=395"
"389","refGene.NM_032302.1.inc"
"390","db=184ti=49647cl=18"
"391","db=184ti=81887cl=2"
"392","db=184ti=166532cl=0"
"393","db=184ti=3568cl=22"
"394","db=184ti=3629cl=19"
"395","db=184ti=28556cl=76"
"396","db=184ti=292440cl=0"
"397","db=184ti=65545cl=2"
"398","db=184ti=130551cl=3"
"399","morf_453765_11codonalign.trim_interval.ctx"
"400","db=184ti=2763cl=357"
"401","db=184ti=4056cl=8"
"402","db=184ti=214269cl=0"
"403","db=184ti=6905cl=176"
"404","db=184ti=102808cl=3"
"405","db=184ti=28556cl=154"
"406","db=184ti=217037cl=40"
"407","db=184ti=507442cl=11"
"408","db=184ti=50642cl=10"
"409","chr1_5297"
"410","ensGene.ENST00000425530.1.inc"
"411","db=184ti=199315cl=2"
"412","Renodes"
"413","db=184ti=102804cl=16"
"414","chr2_8114"
"415","db=184ti=147383cl=63"
"416","db=184ti=9219cl=96"
"417","db=184ti=114662cl=13"
"418","db=184ti=9443cl=95"
"419","Inurois"
"420","refGene.NM_001048249.1"
"421","db=184ti=40551cl=6"
"422","db=184ti=418969cl=53"
"423","db=184ti=46569cl=0"
"424","db=184ti=986155cl=27"
"425","morf_452131_11codonalign.trim_interval.ctx"
"426","12912"
"427","db=184ti=186629cl=519"
"428","db=184ti=36270cl=58"
"429","db=184ti=4739cl=65"
"430","Chaetodon"
"431","16979"
"432","my_ENSGALG00000006856.macse_DNA_gb"
"433","db=184ti=73026cl=53"
"434","morf_451763_11codonalign.trim_interval.ctx"
"435","vegaGene.OTTHUMT00000369537.1.inc"
"436","knownGene.uc001vtb.2.1.inc"
"437","db=184ti=29202cl=11"
"438","Polygonatum"
"439","db=184ti=38208cl=5"
"440","db=184ti=3514cl=23"
"441","db=184ti=169709cl=0"
"442","morf_453495_11codonalign.trim_interval.ctx"
"443","db=184ti=404315cl=44"
"444","db=184ti=9127cl=4"
"445","db=184ti=147387cl=6"
"446","db=184ti=45284cl=7"
"447","chr8_4063"
"448","db=184ti=172239cl=0"
"449","chr2_8573"
"450","db=184ti=6043cl=0"
"451","db=184ti=379583cl=111"
"452","db=184ti=192204cl=24"
"453","db=184ti=3524cl=1798"
"454","Marsilea"
"455","db=184ti=41074cl=23"
"456","morf_451367_11codonalign.trim_interval.ctx"
"457","db=184ti=72651cl=12"
"458","db=184ti=49747cl=3"
"459","714"
"460","db=184ti=314294cl=3"
"461","db=184ti=376913cl=5"
"462","db=184ti=58763cl=4"
"463","db=184ti=177823cl=11"
"464","morf_451265_11codonalign.trim_interval.ctx"
"465","Syngrapha"
"466","db=184ti=272201cl=141"
"467","db=184ti=451871cl=155"
"468","db=184ti=178044cl=2"
"469","db=184ti=158330cl=20"
"470","db=184ti=117896cl=2"
"471","db=184ti=33630cl=1"
"472","db=184ti=71243cl=56"
"473","db=184ti=71195cl=1"
"474","db=184ti=3113cl=2"
"475","db=184ti=43746cl=74"
"476","Coenonympha"
"477","db=184ti=6101cl=434"
"478","db=184ti=45272cl=3"
"479","15841"
"480","morf_451308_11codonalign.trim_interval.ctx"
"481","db=184ti=52825cl=0"
"482","db=184ti=24579cl=2"
"483","chr3_1282"
"484","db=184ti=232120cl=1"
"485","my_ENSGALG00000000223.macse_DNA_gb"
"486","chr1_39151"
"487","knownGene.uc010pox.1.1.inc"
"488","db=184ti=32071cl=0"
"489","Takifugu"
"490","Lagocephalus"
"491","db=184ti=32436cl=38"
"492","db=184ti=400783cl=15"
"493","db=184ti=4581cl=3"
"494","chr1_22087"
"495","db=184ti=3524cl=988"
"496","db=184ti=426027cl=6"
"497","db=184ti=9224cl=6"
"498","chr10_4312"
"499","Catharus"
"500","db=184ti=28589cl=6"
"501","db=184ti=16360cl=371"
"502","db=184ti=1049656cl=2"
"503","db=184ti=186799cl=20"
"504","db=184ti=6605cl=50"
"505","15587"
"506","db=184ti=8826cl=0"
"507","chr23_707"
"508","db=184ti=7214cl=5"
"509","db=184ti=58214cl=10"
"510","db=184ti=87658cl=0"
"511","db=184ti=6527cl=64"
"512","db=184ti=264006cl=0"
"513","db=184ti=5351cl=93"
"514","db=184ti=156330cl=7"
"515","chr2_22128"
"516","refGene.NM_001167942.1"
"517","db=184ti=107843cl=1"
"518","db=184ti=7148cl=1892"
"519","db=184ti=102804cl=779"
"520","9726"
"521","morf_449069_11codonalign.trim_interval.ctx"
"522","db=184ti=148337cl=2"
"523","morf_450125_11codonalign.trim_interval.ctx"
"524","db=184ti=33349cl=325"
"525","knownGene.uc002kub.2.1"
"526","db=184ti=147545cl=324"
"527","db=184ti=58019cl=68"
"528","2810"
"529","db=184ti=156309cl=0"
"530","db=184ti=41944cl=941"
"531","db=184ti=63350cl=4"
"532","db=184ti=7474cl=1"
"533","db=184ti=217035cl=72"
"534","db=184ti=184162cl=2"
"535","db=184ti=8561cl=1"
"536","db=184ti=3394cl=12"
"537","db=184ti=7148cl=251"
"538","knownGene.uc002rdq.1.1.inc"
"539","chr1_14908"
"540","db=184ti=147368cl=830"
"541","db=184ti=6905cl=293"
"542","db=184ti=112911cl=0"
"543","db=184ti=33554cl=786"
"544","ensGene.ENST00000366946.1.inc"
"545","db=184ti=23672cl=6"
"546","db=184ti=156331cl=9"
"547","db=184ti=123201cl=5"
"548","db=184ti=70899cl=9"
"549","db=184ti=229894cl=0"
"550","db=184ti=103474cl=3"
"551","refGene.NM_001127399.1"
"552","db=184ti=107942cl=1"
"553","db=184ti=551351cl=1"
"554","db=184ti=382879cl=0"
"555","refGene.NM_005880.1.inc"
"556","db=184ti=7588cl=31"
"557","db=184ti=5073cl=12"
"558","Micaria"
"559","Hormius"
"560","db=184ti=91883cl=2"
"561","db=184ti=41945cl=626"
"562","db=184ti=41945cl=224"
"563","db=184ti=3754cl=14"
"564","db=184ti=30314cl=30"
"565","db=184ti=303182cl=40"
"566","db=184ti=13524cl=3"
"567","morf_449846_11codonalign.trim_interval.ctx"
"568","db=184ti=167488cl=5"
"569","db=184ti=186782cl=42"
"570","refGene.NM_001143823.1.inc"
"571","db=184ti=162484cl=1"
"572","db=184ti=8906cl=83"
"573","db=184ti=5794cl=511"
"574","db=184ti=9569cl=18"
"575","refGene.NM_001024959.1.inc"
"576","db=184ti=44367cl=0"
"577","Polyptychus"
"578","knownGene.uc003ndb.1.1.inc"
"579","17008"
"580","14005"
"581","knownGene.uc011ect.1.1.inc"
"582","db=184ti=497223cl=11"
"583","db=184ti=96857cl=2"
"584","db=184ti=3487cl=1"
"585","db=184ti=87864cl=22"
"586","db=184ti=145561cl=1"
"587","morf_452966_11codonalign.trim_interval.ctx"
"588","chr17_3004"
"589","db=184ti=215449cl=75"
"590","morf_452093_11codonalign.trim_interval.ctx"
"591","db=184ti=175779cl=1"
"592","db=184ti=44927cl=1"
"593","db=184ti=16736cl=137"
"594","db=184ti=208717cl=1"
"595","db=184ti=129912cl=0"
"596","11741"
"597","morf_453333_11codonalign.trim_interval.ctx"
"598","db=184ti=91883cl=8"
"599","Peripatopsis"
"600","db=184ti=55939cl=0"
"601","db=184ti=43746cl=1"
"602","db=184ti=66056cl=41"
"603","db=184ti=217059cl=14"
"604","db=184ti=24584cl=12"
"605","Quadrus"
"606","db=184ti=407951cl=1"
"607","db=184ti=145552cl=0"
"608","db=184ti=82738cl=1"
"609","db=184ti=9170cl=1"
"610","Nycteola"
"611","db=184ti=3744cl=634"
"612","Thyasira"
"613","db=184ti=96854cl=3"
"614","db=184ti=8570cl=612"
"615","db=184ti=126287cl=3"
"616","refGene.NM_025047.1.inc"
"617","chr2_8688"
"618","morf_454216_11codonalign.trim_interval.ctx"
"619","db=184ti=290659cl=1"
"620","db=184ti=379584cl=238"
"621","vegaGene.OTTHUMT00000362687.1.inc"
"622","db=184ti=323650cl=4"
"623","db=184ti=9681cl=13"
"624","db=184ti=33630cl=1951"
"625","db=184ti=6757cl=67"
"626","db=184ti=152601cl=12"
"627","db=184ti=6682cl=331"
"628","db=184ti=43469cl=13"
"629","db=184ti=43871cl=69"
"630","db=184ti=3646cl=716"
"631","morf_451368_11codonalign.trim_interval.ctx"
"632","10319"
"633","db=184ti=6893cl=373"
"634","my_ENSGALG00000011885.macse_DNA_gb"
"635","db=184ti=213547cl=1"
"636","db=184ti=5157cl=0"
"637","db=184ti=6979cl=8"
"638","db=184ti=145342cl=3"
"639","db=184ti=158366cl=46"
"640","db=184ti=715364cl=7"
"641","Carystoides"
"642","db=184ti=7553cl=7"
"643","db=184ti=114355cl=1"
"644","ensGene.ENST00000446681.1.inc"
"645","db=184ti=150275cl=3"
"646","refGene.NM_001001660.1.inc"
"647","db=184ti=33357cl=5"
"648","db=184ti=404297cl=4"
"649","chr7_10489"
"650","morf_451146_11codonalign.trim_interval.ctx"
"651","db=184ti=191986cl=0"
"652","db=184ti=2802cl=6"
"653","db=184ti=52926cl=1"
"654","knownGene.uc003pvr.2.1"
"655","morf_454194_11codonalign.trim_interval.ctx"
"656","db=184ti=685122cl=1"
"657","db=184ti=43813cl=10"
"658","db=184ti=37570cl=372"
"659","db=184ti=175121cl=97"
"660","chr6_3198"
"661","db=184ti=26378cl=12"
"662","db=184ti=227327cl=9"
"663","db=184ti=16360cl=597"
"664","db=184ti=33554cl=29"
"665","Vermivora"
"666","db=184ti=123352cl=6"
"667","db=184ti=191982cl=5"
"668","chr9_3537"
"669","Aphytis"
"670","morf_450564_11codonalign.trim_interval.ctx"
"671","morf_453641_11codonalign.trim_interval.ctx"
"672","db=184ti=9526cl=52"
"673","db=184ti=359160cl=1176"
"674","ensGene.ENST00000437081.1.inc"
"675","db=184ti=9528cl=58"
"676","db=184ti=219763cl=1"
"677","db=184ti=461394cl=25"
"678","db=184ti=3297cl=1"
"679","db=184ti=3042cl=209"
"680","db=184ti=172515cl=8"
"681","knownGene.uc010cpm.1.1"
"682","db=184ti=8399cl=119"
"683","db=184ti=379583cl=43"
"684","db=184ti=2706cl=42"
"685","db=184ti=7371cl=13"
"686","db=184ti=186841cl=25"
"687","db=184ti=129109cl=1"
"688","morf_451813_11codonalign.trim_interval.ctx"
"689","db=184ti=191986cl=4"
"690","db=184ti=977775cl=250"
"691","7103"
"692","db=184ti=46053cl=1"
"693","db=184ti=4275cl=5"
"694","db=184ti=6725cl=8"
"695","morf_452061_11codonalign.trim_interval.ctx"
"696","morf_449919_11codonalign.trim_interval.ctx"
"697","db=184ti=3041cl=15"
"698","573"
"699","db=184ti=6249cl=68"
"700","db=184ti=4893cl=93"
"701","10799"
"702","db=184ti=43741cl=1631"
"703","db=184ti=9527cl=43"
"704","Odontotermes"
"705","Adelpha"
"706","db=184ti=9397cl=172"
"707","db=184ti=6894cl=115"
"708","7647"
"709","db=184ti=3401cl=14"
"710","ensGene.ENST00000434924.1.inc"
"711","db=184ti=9526cl=9"
"712","db=184ti=68883cl=0"
"713","morf_449786_11codonalign.trim_interval.ctx"
"714","morf_451348_11codonalign.trim_interval.ctx"
"715","db=184ti=33822cl=8"
"716","morf_454252_11codonalign.trim_interval.ctx"
"717","db=184ti=7148cl=254"
"718","Achatinella"
"719","db=184ti=9479cl=11"
"720","morf_453608_11codonalign.trim_interval.ctx"
"721","db=184ti=3313cl=323"
"722","db=184ti=219120cl=57"
"723","db=184ti=379500cl=1"
"724","ensGene.ENST00000378168.1.inc"
"725","db=184ti=3502cl=578"
"726","db=184ti=9443cl=160"
"727","knownGene.uc010het.1.1.inc"
"728","knownGene.uc010skp.1.1.inc"
"729","ensGene.ENST00000393400.1.inc"
"730","db=184ti=37582cl=14"
"731","db=184ti=40551cl=11"
"732","Nisoniades"
"733","db=184ti=22868cl=1"
"734","db=184ti=496886cl=0"
"735","db=184ti=96541cl=2"
"736","knownGene.uc001gxo.1.1.inc"
"737","db=184ti=241806cl=577"
"738","db=184ti=7214cl=11"
"739","chr4_7006"
"740","db=184ti=7214cl=146"
"741","db=184ti=43916cl=8"
"742","db=184ti=41830cl=68"
"743","knownGene.uc002usv.2.1"
"744","db=184ti=71934cl=1"
"745","db=184ti=28728cl=38"
"746","db=184ti=33554cl=110"
"747","db=184ti=38609cl=10"
"748","morf_451401_11codonalign.trim_interval.ctx"
"749","9070"
"750","db=184ti=8892cl=24"
"751","db=184ti=19205cl=23"
"752","db=184ti=71533cl=8"
"753","db=184ti=188478cl=1"
"754","db=184ti=158363cl=11"
"755","db=184ti=70906cl=84"
"756","db=184ti=42261cl=3"
"757","db=184ti=649411cl=3"
"758","Cuora"
"759","db=184ti=79744cl=44"
"760","morf_450425_11codonalign.trim_interval.ctx"
"761","refGene.NM_021970.1.inc"
"762","knownGene.uc010jcp.2.1"
"763","db=184ti=41073cl=10"
"764","db=184ti=3296cl=47"
"765","db=184ti=291611cl=0"
"766","morf_454171_11codonalign.trim_interval.ctx"
"767","db=184ti=116561cl=6"
"768","db=184ti=569578cl=144"
"769","db=184ti=745067cl=9"
"770","db=184ti=158394cl=5"
"771","chr2_13044"
"772","db=184ti=33630cl=2526"
"773","db=184ti=69923cl=2"
"774","morf_452926_11codonalign.trim_interval.ctx"
"775","ensGene.ENST00000421085.1.inc"
"776","db=184ti=59213cl=5"
"777","db=184ti=14101cl=6"
"778","db=184ti=51466cl=1"
"779","db=184ti=37581cl=13"
"780","Dyomyx"
"781","db=184ti=43734cl=5"
"782","db=184ti=71598cl=1"
"783","db=184ti=3744cl=12"
"784","db=184ti=186622cl=17"
"785","db=184ti=196951cl=3"
"786","db=184ti=5573cl=0"
"787","db=184ti=6043cl=66"
"788","db=184ti=75144cl=2"
"789","chr1_7683"
"790","db=184ti=186285cl=92"
"791","morf_454293_11codonalign.trim_interval.ctx"
"792","db=184ti=129949cl=27"
"793","morf_453566_11codonalign.trim_interval.ctx"
"794","morf_451012_11codonalign.trim_interval.ctx"
"795","db=184ti=9443cl=157"
"796","ensGene.ENST00000446561.1.inc"
"797","db=184ti=73028cl=5"
"798","db=184ti=54976cl=0"
"799","db=184ti=200604cl=1"
"800","db=184ti=4544cl=4"
"801","db=184ti=102821cl=4"
"802","db=184ti=216293cl=194"
"803","chr20_2151"
"804","db=184ti=163741cl=1"
"805","Erimystax"
"806","db=184ti=58020cl=10"
"807","morf_453507_11codonalign.trim_interval.ctx"
"808","db=184ti=95472cl=1"
"809","db=184ti=3833cl=15"
"810","db=184ti=33355cl=38"
"811","db=184ti=71502cl=4"
"812","db=184ti=183718cl=2"
"813","3678"
"814","db=184ti=489404cl=3"
"815","db=184ti=866800cl=15"
"816","db=184ti=32399cl=5"
"817","knownGene.uc004elx.2.1.inc"
"818","db=184ti=171627cl=7"
"819","db=184ti=52989cl=5"
"820","db=184ti=30942cl=86"
"821","db=184ti=331407cl=2"
"822","7954"
"823","db=184ti=77225cl=36"
"824","db=184ti=6994cl=99"
"825","vegaGene.OTTHUMT00000371635.1.inc"
"826","Aenetus"
